company,report_year,chunk_index,activity,Sub_activity_code
PATRIZIA SE,2023,1,construction or operation of electricity generation facilities using fossil gaseous fuels,
PATRIZIA SE,2023,1,"construction, refurbishment and operation of heat generation facilities",
PATRIZIA SE,2023,1,"construction, refurbishment, and operation of combined heat/cool and power generation facilities",
PATRIZIA SE,2023,1,"research, development, demonstration and deployment of innovative electricity generation facilities",
PATRIZIA SE,2023,1,safe operation of existing nuclear installations,
PNE AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
PNE AG,2023,1,Cogeneration of heat/cool and power from bioenergy,CCM 4.20
PNE AG,2023,1,Electricistry generation from wind power,CCM 4.3
PNE AG,2023,1,Transmission and distribution of electricity,CCM 4.9
PNE AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
POLYTEC Holding AG,2023,1,Manufacture of plastics in primary forms,3.17
POLYTEC Holding AG,2023,1,"category Specifically, these are foldable reusable containers for food transportation",3.6
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of energy-efficient equipment",7.3
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",7.4
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of equipment for measuring, regulating and controlling the energy performance of buildings",7.5
POLYTEC Holding AG,2023,1,Reforestation,CCM 1.1
POLYTEC Holding AG,2023,1,Manufacture of renewable energy technologies,CCM 3.1
POLYTEC Holding AG,2023,1,Manufacture of plastics in primary form,CCM 3.17
POLYTEC Holding AG,2023,1,Manufacture of automotive and mobility components,CCM 3.18
POLYTEC Holding AG,2023,1,Manufacture of batteries,CCM 3.4
POLYTEC Holding AG,2023,1,Manufacture of other low carbon technologies,CCM 3.6
POLYTEC Holding AG,2023,1,"Urban, suburban and road passenger transport",CCM 6.3
POLYTEC Holding AG,2023,1,new construction,CCM 7.1./CE 3.1
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
POLYTEC Holding AG,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
PORR AG,2023,1,Storage of electricity,CCA 4.10
PORR AG,2023,1,Electricity generation from hydropower,CCA 4.5
PORR AG,2023,1,"Infrastructure for personal mobility, cycle logistics",CCA 6.13
PORR AG,2023,1,Infrastructure for rail transport,CCA 6.14
PORR AG,2023,1,Construction of new buildings,CCA 7.1
PORR AG,2023,1,Renovation of existing buildings,CCA 7.2
PORR AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCA 7.3
PORR AG,2023,1,Storage of electricity,CCM 4.10
PORR AG,2023,1,Electricity generation from hydropower,CCM 4.5
PORR AG,2023,1,Collection and transport of non-hazardous waste in source-segregated fractions,CCM 5.5
PORR AG,2023,1,Material recovery from non-hazardous waste,CCM 5.9
PORR AG,2023,1,"Infrastructure for personal mobility, cycle logistics",CCM 6.13
PORR AG,2023,1,Infrastructure for rail transport,CCM 6.14
PORR AG,2023,1,Construction of new buildings,CCM 7.1
PORR AG,2023,1,Renovation of existing buildings,CCM 7.2
PORR AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
PORR AG,2023,1,Construction of new buildings,CE 3.1
PORR AG,2023,1,Renovation of existing buildings,CE 3.2
PORR AG,2023,1,Demolition and wrecking of buildings and other structures,CE 3.3
PORR AG,2023,1,Maintenance of roads and motorways,CE 3.4
PORR AG,2023,1,Use of concrete in civil engineering,CE 3.5
PORR AG,2023,1,Remediation of contaminated sites and areas,PPC 2.4
PORR AG,2023,1,Sustainable urban drainage systems (SUDS),WTR 2.3
PSI Software SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
PSI Software SE,2023,1,"Data processing, hosting and related activities",8.1
PSI Software SE,2023,1,"Computer programming, consultancy and related activities",8.2
PSI Software SE,2023,1,Provision of services in information technology,CCA 8.2
PSI Software SE,2023,1,"Transportation with motorbikes, passenger cars and light commercial vehicles",CCM 6.5
PSI Software SE,2023,1,"Data processing, hosting and related activities",CCM 8.1
PVA TePla AG,2023,1,"installation of photovoltaic systems in Wettenberg and Jena, Germany (activity )",4.1
PVA TePla AG,2023,1,additions related to cycle leasing under activity,6.4
PVA TePla AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
PVA TePla AG,2023,1,new construction of two production halls ... (activity ),7.1
PVA TePla AG,2023,1,renovation spending at our location in Taiwan (activity ),7.2
PVA TePla AG,2023,1,"installation of electric vehicle charging stations in Wettenberg, Germany (activity )",7.4
PVA TePla AG,2023,1,rented buildings and housing ... (activity ),7.7
PVA TePla AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
PVA TePla AG,2023,1,"Operation of personal mobility devices, cycle logistics",CCM 6.4
PVA TePla AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
PVA TePla AG,2023,1,Construction of new buildings,CCM 7.1/3.1
PVA TePla AG,2023,1,Renovation of existing buildings,CCM 7.2/3.2
PVA TePla AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
PVA TePla AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
PVA TePla AG,2023,1,"Data processing, hosting and related activities",CCM 8.1
PVA TePla AG,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
PVA TePla AG,2023,1,"Repair, refurbishment and remanufacturing",CE 5.1
PVA TePla AG,2023,1,Sale of spare parts,CE 5.2
Palfinger AG,2023,1,"Installation, maintenance and repair of energy-efficient appliances",CCM 7.3
Palfinger AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and in car parks belonging to buildings)",CCM 7.4
Palfinger AG,2023,1,"Installation, maintenance and repair of equipment for measuring, regulating and controlling the overall energy efficiency of buildings",CCM 7.5
Palfinger AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
Palfinger AG,2023,1,"Repair, refurbishment and remanufacturing",CE 5.1
Palfinger AG,2023,1,Sale of spare parts,CE 5.2
Palfinger AG,2023,1,Product as a service and other circular usage and result-orientated service models,CE 5.5
Porsche AG Vz,2023,1,Manufacture of automotive and mobility components,CCM 3.18
Porsche AG Vz,2023,1,Manufacture of low-carbon technologies for transport,CCM 3.3
Porsche AG Vz,2023,1,Manufacture of automotive and mobility components,
Porsche AG Vz,2023,1,Manufacture of low-carbon technologies for transport,
Porsche AG Vz,2023,1,of which taxonomy-aligned BEVs,
ProSiebenSat.1 Media SE,2023,1,"activities . and 3.2. in the Environmental Delegated Act, Annex II",3.1/3.2
ProSiebenSat.1 Media SE,2023,1,vehicle fleet,6.5
ProSiebenSat.1 Media SE,2023,1,maintenance and repair of assets,7.1.-7.7
ProSiebenSat.1 Media SE,2023,1,construction of new buildings and renovation of existing buildings,7.1/7.2
ProSiebenSat.1 Media SE,2023,1,data centers,8.1
ProSiebenSat.1 Media SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
ProSiebenSat.1 Media SE,2023,1,Construction of new buildings,CCM 7.1./CE 3.1
ProSiebenSat.1 Media SE,2023,1,Renovation of existing buildings,CCM 7.2./CE 3.2
ProSiebenSat.1 Media SE,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
ProSiebenSat.1 Media SE,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles",CCM 7.4
ProSiebenSat.1 Media SE,2023,1,"Installation, maintenance and repair of instruments and devices for energy performance",CCM 7.5
ProSiebenSat.1 Media SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
ProSiebenSat.1 Media SE,2023,1,"Data processing, hosting and related activities",CCM 8.1
"Prosegur Cash, S.A.",2023,1,"Purchase, financing, renting, leasing and operation of vehicles",6.5
"Prosegur Cash, S.A.",2023,1,"Purchase, financing, leasing, rental and operation of vehicles",6.6
"Prosegur Cash, S.A.",2023,1,"Transport by motorcycle, cars and light commercial vehicles",MCC 6.5
"Prosegur Cash, S.A.",2023,1,Freight transport services by road,MCC 6.6
"Prosegur Cash, S.A.",2023,1,Private Security Activities,N80.19
R. Stahl AG,2023,1,Manufacture of equipment for the production and use of hydrogen,3.2
R. Stahl AG,2023,1,Manufacture of energy efficiency equipment for buildings (j),3.5
R. Stahl AG,2023,1,Manufacture of other low carbon technologies,3.6
R. Stahl AG,2023,1,Electricity generation using solar photovoltaic technology,4.1
R. Stahl AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
R. Stahl AG,2023,1,"Installation, maintenance and repair of energy-efficient equipment",7.3
R. Stahl AG,2023,1,Acquisition and ownership of buildings,7.7
R. Stahl AG,2023,1,Manufacture of equipment for the production and use of hydrogen,CCM 3.2
R. Stahl AG,2023,1,Manufacture of energy efficiency equipment for buildings,CCM 3.5
R. Stahl AG,2023,1,Manufacture of other low carbon technologies,CCM 3.6
R. Stahl AG,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
R. Stahl AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
R. Stahl AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
R. Stahl AG,2023,1,Acquisition and ownership of buildings,CCM 7.7
RENAULT,2024,1,Manufacture of automotive and mobility components,CCM 3.18
RENAULT,2024,1,Low carbon-intensity manufacturing technologies for transport,CCM 3.3
RENAULT,2024,1,Manufacture of batteries,CCM 3.4
RENAULT,2024,1,"Transportatiobn by motorcycles, passenger vehicles and commercial vehicles",CCM 6.5
RENAULT,2024,1,"Installation, maintenance and repair of equipment improving energy efficiency",CCM 7.3
RENAULT,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles",CCM 7.4
RENAULT,2024,1,Depollution and dismantling of end-of-life products,CE 2.6
RENAULT,2024,1,Sale of second-hand goods,CE 5.4
REPSOL SA.,2024,1,Demolition and demolition of buildings and other constructions,3.3.
REPSOL SA.,2024,1,Electricity generation from gaseous fossil fuels,4.29
REPSOL SA.,2024,1,Combined heat/cold and power facilities using gaseous fossil fuels,4.30
REPSOL SA.,2024,1,Manufacture of hydrogen,CCM 3.10.
REPSOL SA.,2024,1,Manufacture of organic basic chemicals,CCM 3.14.
REPSOL SA.,2024,1,Manufacture of plastics in primary forms,CCM 3.17.
REPSOL SA.,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1.
REPSOL SA.,2024,1,Storage of electricity,CCM 4.10.
REPSOL SA.,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13.
REPSOL SA.,2024,1,Electricity generation from fossil gaseous fuels,CCM 4.29.
REPSOL SA.,2024,1,Electricity generation from wind energy,CCM 4.3.
REPSOL SA.,2024,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,CCM 4.30.
REPSOL SA.,2024,1,Electricity generation from hydropower,CCM 4.5.
REPSOL SA.,2024,1,Underground permanent geological storage of CO2,CCM 5.12.
REPSOL SA.,2024,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15.
REPSOL SA.,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6.
REPSOL SA.,2024,1,Data-driven solutions for GHG emissions reductions,CCM 8.2.
REPSOL SA.,2024,1,"Close to market research, development and innovation",CCM 9.1.
REPSOL SA.,2024,1,"Research, development and innovation for direct air capture of CO2",CCM 9.2.
RHÖN-KLINIKUM AG,2023,1,Creation of low-carbon transportation technologies,3.3
RHÖN-KLINIKUM AG,2023,1,Electricity generation from fossil gaseous fuels,4.29
RHÖN-KLINIKUM AG,2023,1,High-efficiency co-generation of heat/cool and power from fossil gaseous fuels,4.30
RHÖN-KLINIKUM AG,2023,1,Collection and transport of non-hazardous waste in fractions sorted at the point of collection,5.5
RHÖN-KLINIKUM AG,2023,1,Construction of new buildings,7.1
RHÖN-KLINIKUM AG,2023,1,Renovation of existing buildings,7.2
RHÖN-KLINIKUM AG,2023,1,"Installation, maintenance and repair of energy-efficient equipment",7.3
RHÖN-KLINIKUM AG,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles",7.4
RHÖN-KLINIKUM AG,2023,1,"Installation, maintenance and repair of technologies for renewable energies",7.6
RINGMETALL SE  NA O.N.,2023,1,Power generation using photovoltaic technology,4.1
RINGMETALL SE  NA O.N.,2023,1,"Transportation with motorcycles, passenger cars and light commercial vehicles",6.3
RINGMETALL SE  NA O.N.,2023,1,"Installation, maintenance and repair of energy-efficient appliances",7.3
RWE AG St,2023,1,Production of technologies for renewable energy,CCM 3.1
RWE AG St,2023,1,Hydrogen production,CCM 3.10
RWE AG St,2023,1,Electricity generation from PV technology,CCM 4.1
RWE AG St,2023,1,Electricity storage,CCM 4.10
RWE AG St,2023,1,Hydrogen storage,CCM 4.12
RWE AG St,2023,1,CHP / CCP with bioenergy,CCM 4.20
RWE AG St,2023,1,Electricity generation from natural gas,CCM 4.29
RWE AG St,2023,1,Electricity generation from wind energy,CCM 4.3
RWE AG St,2023,1,CHP with fossil gaseous fuels,CCM 4.30
RWE AG St,2023,1,Electricity generation from hydropower,CCM 4.5
RWE AG St,2023,1,Electricity generation from bioenergy,CCM 4.8
"Renta 4 Banco, S.A.",2023,1,Activos gestionados,
"Renta 4 Banco, S.A.",2023,1,Assets under management,
"Renta 4 Banco, S.A.",2023,1,Collateral obtained by taking possession: residential and commercial immovable properties,
"Renta 4 Banco, S.A.",2023,1,Debt securities,
"Renta 4 Banco, S.A.",2023,1,Empresas financieras,
"Renta 4 Banco, S.A.",2023,1,Empresas no financieras,
"Renta 4 Banco, S.A.",2023,1,Entidades de crédito,
"Renta 4 Banco, S.A.",2023,1,Equity instruments,
"Renta 4 Banco, S.A.",2023,1,Financiación de administraciones locales,
"Renta 4 Banco, S.A.",2023,1,"GAR-Activos incluidos tanto en el numerador como en el Préstamos y anticipos, valores representativos de deuda e instrumentos de capital no elegibles para el cálculo de GAR",
"Renta 4 Banco, S.A.",2023,1,Garantias financieras,
"Renta 4 Banco, S.A.",2023,1,Garantias reales obtenidas mediante la toma de posesión: bienes inmuebles residenciales y comerciales,
"Renta 4 Banco, S.A.",2023,1,Hogares,
"Renta 4 Banco, S.A.",2023,1,Housing financing,
"Renta 4 Banco, S.A.",2023,1,Instrumentos de capital,
"Renta 4 Banco, S.A.",2023,1,Loans and advances,
"Renta 4 Banco, S.A.",2023,1,Local governments financing,
"Renta 4 Banco, S.A.",2023,1,Non-EU country counterparties not subject to NFRD disclosure obligations,
"Renta 4 Banco, S.A.",2023,1,Non-financial corporations,
"Renta 4 Banco, S.A.",2023,1,Of which debt securities,
"Renta 4 Banco, S.A.",2023,1,Of which equity instruments,
"Renta 4 Banco, S.A.",2023,1,On demand interbank loans,
"Renta 4 Banco, S.A.",2023,1,"Other assets (e.g. Goodwill, commodities etc.)",
"Renta 4 Banco, S.A.",2023,1,Other local government financing,
"Renta 4 Banco, S.A.",2023,1,Otras sociedades financieras,
"Renta 4 Banco, S.A.",2023,1,Préstamos de renovación de edificios,
"Renta 4 Banco, S.A.",2023,1,Préstamos garantizados por bienes inmuebles residenciales,
"Renta 4 Banco, S.A.",2023,1,Préstamos para automoviles,
"Renta 4 Banco, S.A.",2023,1,Préstamos y anticipos,
"Renta 4 Banco, S.A.",2023,1,SMEs and NFCs (other than SMEs) not subject to NFRD disclosure obligations,
"Renta 4 Banco, S.A.",2023,1,Valores representativos de deuda,
"Renta 4 Banco, S.A.",2023,1,"Valores representativos de deuda, incluida declaración sobre el uso de los fondos",
"Renta 4 Banco, S.A.",2023,1,empresas de seguros,
"Renta 4 Banco, S.A.",2023,1,empresas de servicios de inversión,
"Renta 4 Banco, S.A.",2023,1,of which building renovation loans,
"Renta 4 Banco, S.A.",2023,1,of which loans collateralised by commercial immovable property,
"Renta 4 Banco, S.A.",2023,1,sociedades de gestión,
Rheinmetall AG,2023,,,
S IMMO AG,2023,1,"Hotels, holiday, camping grounds and similar accommodation",BIO 2.1
S IMMO AG,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
S IMMO AG,2023,1,"acquisition and ownership of buildings ( ) and hotels, holiday, camping grounds and similar accommodation (BIO 2.1) as well as installation, maintenance and repair of energy efficiency equipment ( 7.3)",CCM 7.7
SAFRAN,2024,1,manufacturing of aircraft,3.21
SAFRAN,2024,1,Manufacturing of aircraft,CCM 3.21
SAFRAN,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
SAFRAN,2024,1,Production of heat/cool from geothermal energy,CCM 4.22
SAFRAN,2024,1,Production of heat/cool using waste heat,CCM 4.24
SAFRAN,2024,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
SAFRAN,2024,1,Renovation of existing buildings,CCM 7.2
SAFRAN,2024,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
SAFRAN,2024,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
SAFRAN,2024,1,"Installation, maintenance and repair of instruments and devices for measuring",CCM 7.5
SAFRAN,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
SAFRAN,2024,1,Acquisition and ownership of buildings,CCM 7.7
SAP SE,2023,1,Manufacture of low carbon technologies for transport,3.3
SAP SE,2023,1,"Data processing, hosting, and related activities",8.1
SAP SE,2023,1,"Data processing, hosting, and related activities",CCM 8.1
SCHNEIDER ELECTRIC SE,2024,1,Manufacture of renewable energy technologies,CCM 3.1
SCHNEIDER ELECTRIC SE,2024,1,"Manufacture, installation, and servicing of HV, MV and LV electrical equipment for electrical transmission and distribution",CCM 3.20
SCHNEIDER ELECTRIC SE,2024,1,Manufacture of energy efficiency equipment for buildings,CCM 3.5
SCHNEIDER ELECTRIC SE,2024,1,Manufacture of other low carbon technologies,CCM 3.6
SCHNEIDER ELECTRIC SE,2024,1,Infrastructure for rail transport,CCM 6.14
SCHNEIDER ELECTRIC SE,2024,1,Infrastructure enabling low carbon road transport and public transport,CCM 6.15
SCHNEIDER ELECTRIC SE,2024,1,Infrastructure enabling low carbon water transport,CCM 6.16
SCHNEIDER ELECTRIC SE,2024,1,Low carbon airport infrastructure,CCM 6.17
SCHNEIDER ELECTRIC SE,2024,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
SCHNEIDER ELECTRIC SE,2024,1,Professional services related to energy performance of buildings,CCM 9.3
SCHNEIDER ELECTRIC SE,2024,1,Manufacture of electrical and electronic equipment,CE 1.2
SCHNEIDER ELECTRIC SE,2024,1,Provision of IT/OT data-driven solutions,CE 4.1
SCHNEIDER ELECTRIC SE,2024,1,"Repair, refurbishment, and remanufacturing",CE 5.1
SCHNEIDER ELECTRIC SE,2024,1,Sale of spare parts,CE 5.2
SCHNEIDER ELECTRIC SE,2024,1,Product-as-a-service and other circular use- and result-oriented service models,CE 5.5
SCHNEIDER ELECTRIC SE,2024,1,"Manufacture, installation and associated services for leakage control technologies enabling leakage reduction and prevention in water supply systems",WTR 1.1
SCHNEIDER ELECTRIC SE,2024,1,Provision of IT/OT data-driven solutions for leakage reduction,WTR 4.1
SCHOELLER-BLECKMANN AG,2023,1,Manufacture of iron and steel,3.9
SCHOELLER-BLECKMANN AG,2023,1,"Transport by motorcycles, passenger cars and light commercial vehicles",6.5
SCHOELLER-BLECKMANN AG,2023,1,Renovation of existing buildings,7.2
SCHOELLER-BLECKMANN AG,2023,1,"Installation, maintenance and repair of energy-efficient devices",7.3
SCHOELLER-BLECKMANN AG,2023,1,"Installation, maintenance and repair of devices for measuring, regulating and controlling the overall energy efficiency of buildings",7.5
SCHOELLER-BLECKMANN AG,2023,1,"Installation, maintenance and repair of renewable energy technologies",7.6
SCHOELLER-BLECKMANN AG,2023,1,Acquisition of and ownership of buildings,7.7
SGL Carbon SE,2023,1,Manufacture of renewable energy technologies,3.1.
SGL Carbon SE,2023,1,Manufacturing of automotive and mobility components,3.18.
SGL Carbon SE,2023,1,Manufacture of equipment for the production and use of hydrogen,3.2.
SGL Carbon SE,2023,1,Manufacture of batteries,3.4.
SGL Carbon SE,2023,1,Generation of heat/steam,4.24.
SHELL PLC,2024,1,Conservation forestry,1.4
SHELL PLC,2024,1,Manufacture of hydrogen,3.10
SHELL PLC,2024,1,Manufacture of organic basic chemicals,3.14
SHELL PLC,2024,1,Manufacture of plastics in primary form,3.17
SHELL PLC,2024,1,Electricity generation using solar photovoltaic technology,4.1
SHELL PLC,2024,1,Storage of electricity,4.10
SHELL PLC,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,4.13
SHELL PLC,2024,1,Electricity generation from fossil gaseous fuels,4.29
SHELL PLC,2024,1,Electricity generation from wind power,4.3
SHELL PLC,2024,1,Transport of CO2,5.11
SHELL PLC,2024,1,Underground permanent geological storage of CO2,5.12
SHELL PLC,2024,1,Infrastructure enabling low-carbon road transport and public transport,6.15
SHELL PLC,2024,1,"Installation, maintenance and repair of renewable energy technologies",7.6
SHELL PLC,2024,1,Conservation forestry,CCM 1.4
SHELL PLC,2024,1,Manufacture of hydrogen,CCM 3.10
SHELL PLC,2024,1,Manufacture of organic basic chemicals,CCM 3.14
SHELL PLC,2024,1,Manufacture of plastics in primary form,CCM 3.17
SHELL PLC,2024,1,Electricity generation using solar photovoltaic technology,CCM 4.1
SHELL PLC,2024,1,Storage of electricity,CCM 4.10
SHELL PLC,2024,1,Manufacture of biogas and biofuels for use in transport and of bioliquids,CCM 4.13
SHELL PLC,2024,1,Electricity generation from fossil gaseous fuels,CCM 4.29
SHELL PLC,2024,1,Electricity generation from wind power,CCM 4.3
SHELL PLC,2024,1,Transport of CO2,CCM 5.11
SHELL PLC,2024,1,Underground permanent geological storage of CO2,CCM 5.12
SHELL PLC,2024,1,Infrastructure enabling low-carbon road transport and public transport,CCM 6.15
SHELL PLC,2024,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
SMA Solar Technology AG,2023,,,
STRABAG SE,2023,,,
STRATEC SE,2023,1,Electricity generation using solar photovoltaic technology,CCM 4.1
STRATEC SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
STRATEC SE,2023,1,"Installation, maintenance and repair of energy efficiency equipment",CCM 7.3
STRATEC SE,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",CCM 7.4
STRATEC SE,2023,1,"Installation, maintenance and repair of renewable energy technologies",CCM 7.6
STRATEC SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
STRATEC SE,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
STRATEC SE,2023,1,"Repair, refurbishment and remanufacturing",CE 5.1
STRATEC SE,2023,1,Sale of spare parts,CE 5.2
SUSS MicroTec SE,2023,1,"Manufacture of computer, electronic and optical products",C.26
SUSS MicroTec SE,2023,1,"Passenger transportation in local and regional transport, road passenger transport",CCM 6.3
SUSS MicroTec SE,2023,1,"Operation of devices for personal mobility, cycling logistics",CCM 6.4
SUSS MicroTec SE,2023,1,Renovation of existing buildings,CCM 7.2
SUSS MicroTec SE,2023,1,"Installation, maintenance and repair of energy-efficient appliances",CCM 7.3
SUSS MicroTec SE,2023,1,"Installation, maintenance and repair of charging stations for electric vehicles in buildings",CCM 7.4
SUSS MicroTec SE,2023,1,"Installation, maintenance and repair for measuring, regulating and controlling the overall efficiency of buildings",CCM 7.5
SUSS MicroTec SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
SUSS MicroTec SE,2023,1,Freelance services related to the energy performance of buildings,CCM 9.3
SUSS MicroTec SE,2023,1,Extension of service life of products through repair or remanufacturing,CE 5.1
SUSS MicroTec SE,2023,1,Sale of used goods,CE 5.4
Salzgitter AG,2023,1,Manufacture of iron and steel,CCM 3.9
Salzgitter AG,2023,1,Freight rail transport,CCM 6.2
Salzgitter AG,2023,1,Sorting and material recovery of non-hazardous waste,CE 2.7
Salzgitter AG,2023,1,Manufacture of iron and steel,
Sartorius AG St,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Sartorius AG St,2023,1,Acquisition and ownership of buildings,CCM 7.7
Sartorius AG St,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
Sartorius AG St,2023,1,Provision of IT/OT data-driven solutions,CE 4.1
Sartorius AG St,2023,1,"Repair, refurbishment and remanufacturing",CE 5.1
Sartorius AG St,2023,1,Sale of spare parts,CE 5.2
Sartorius AG St,2023,1,Acquisition and ownership of buildings,
Sartorius AG St,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",
Sartorius AG Vz,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
Sartorius AG Vz,2023,1,Acquisition and ownership of buildings,7.7
Sartorius AG Vz,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Sartorius AG Vz,2023,1,Acquisition and ownership of buildings,CCM 7.7
Sartorius AG Vz,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
Sartorius AG Vz,2023,1,Provision of IT/OT data-driven solutions,CE 4.1
Sartorius AG Vz,2023,1,"Repair, refurbishment and remanufacturing",CE 5.1
Sartorius AG Vz,2023,1,Sale of spare parts,CE 5.2
Savencia,2023,1,Plastic packaging manufacturing,1.1
Savencia,2023,1,Water production and distribution,2.1
Savencia,2023,1,Production of new water resources to ends other than human consumption,2.2
Savencia,2023,1,New building construction,3.1
Savencia,2023,1,Renovation of existing buildings,3.2
Savencia,2023,1,Heating/cooling networks,4.15
Savencia,2023,1,"Construction, extension, and operation of catchment, treatment, and distribution networks",5.1
Savencia,2023,1,"Construction, extension, and operation of wastewater collection and treatment networks",5.3
Savencia,2023,1,"Transport by motorcycles, passenger cars, and light commercial vehicles",6.5
Savencia,2023,1,Freight transport,6.6
Savencia,2023,1,New building construction,7.1
Savencia,2023,1,Renovation of existing buildings,7.2
Savencia,2023,1,"Installation, maintenance, and repair of energy-efficient equipment",7.3
Savencia,2023,1,"Installation, maintenance, and repair of charging stations for electric vehicles inside buildings (and in parking lots attached to buildings)",7.4
Savencia,2023,1,"Installation, maintenance, and repair of renewable energy technologies",7.6
Savencia,2023,1,Acquisition and ownership of buildings,7.7
Scout24 SE,2023,1,Manufacture of electrical and electronic equipment,1.2
Scout24 SE,2023,1,"Transportation by motorcycles, passenger cars and light commercial vehicles; Installation, maintenance and repair of equipment for measuring, regulating and controlling the overall energy efficiency of buildings; Acquisition and ownership of buildings; Manufacture of electrical and electronic equipment",6.5
Scout24 SE,2023,1,"Installation, maintenance and repair of equipment for measuring, regulating and controlling the overall energy efficiency of buildings",7.5
Scout24 SE,2023,1,Acquisition and ownership of buildings,7.7
Scout24 SE,2023,1,"% of revenue can be classified as taxonomy-compliant economic activity in accordance with 9.3 (Annex I, Climate Act)",9.3
Scout24 SE,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",CCM 6.5
Scout24 SE,2023,1,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",CCM 7.5
Scout24 SE,2023,1,Acquisition and ownership of buildings,CCM 7.7
Scout24 SE,2023,1,Professional services related to energy performance of buildings,CCM 9.3
Scout24 SE,2023,1,Manufacture of electrical and electronic equipment,CE 1.2
Siltronic AG,2023,1,Collection and transport of hazardous waste / Collection and transportation of non-hazardous wastes in fractions separated at the point of contact,2.1 / 2.3
Siltronic AG,2023,1,Collection and transport of non-hazardous and hazardous waste / Collection and transportation of non-hazardous wastes in fractions separated at the point of contact,5.5 / 2.3
Siltronic AG,2023,1,"Construction, expansion and operation of wastewater collection and treatment systems.",CCM 5.3
Siltronic AG,2023,1,Acquisition of and ownership of buildings,CCM 7.7
Syzygy AG,2023,1,"Transport by motorbikes, passenger cars and light commercial vehicles",6.5
Syzygy AG,2023,1,Acquisition and ownership of buildings,7.7
TAKKT AG,2023,1,Acquisition and ownership of buildings,
TAKKT AG,2023,1,Collection and transport of non-hazardous waste in source segregated fractions,
