company_id,domain,query,best_link
SIKA AG,www.sika.com,"""SIKA AG"" site:www.sika.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.sika.com/dms/getdocument.get/cfa2e4fe-8fef-494c-a16d-a4e63fd88c78/glo-ar-24-annual-report.pdf
TENARIS S.A.,www.tenaris.com,"""TENARIS S.A."" site:www.tenaris.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.tenaris.com/umbraco/surface/downloads/pdf?url=%2Fmedia%2Ff5fc2nqn%2F2024-sustainability-statement.pdf
EASYJET PLC,www.easyjet.com,"""EASYJET PLC"" site:www.easyjet.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://corporate.easyjet.com/files/doc_downloads/2024/12/easyJet_AR24_web.pdf
NORDEA BANK ABP,nordea.com,"""NORDEA BANK ABP"" site:nordea.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.nordea.com/en/doc/annual-report-nordea-bank-abp-2024-0.pdf
AKER BP ASA,www.akerbp.com,"""AKER BP ASA"" site:www.akerbp.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://akerbp.com/wp-content/uploads/2025/04/annual-report-2024.pdf
DKSH HOLDING AG,www.dksh.com,"""DKSH HOLDING AG"" site:www.dksh.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.dksh.com/content/download/26905/file/DKSH_Full_Year_2024_Annual_Report.pdf
BARRY CALLEBAUT AG,www.barry-callebaut.com,"""BARRY CALLEBAUT AG"" site:www.barry-callebaut.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.barry-callebaut.com/system/files/2025-11/Annual%20Social%20and%20Environmental%20Impact%20report%202024_25.pdf
RELX PLC,www.relx.com,"""RELX PLC"" site:www.relx.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.relx.com/~/media/Files/R/RELX-Group/documents/reports/annual-reports/relx-2024-annual-report.pdf
KONE OYJ,www.kone.com,"""KONE OYJ"" site:www.kone.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.kone.com/en/Images/KONE_Annual%20Review_2024_tcm17-134328.pdf
COCA-COLA HBC AG,www.coca-colahellenic.com,"""COCA-COLA HBC AG"" site:www.coca-colahellenic.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.coca-colahellenic.com/content/dam/cch/us/documents/oar2024/sustainability-statement-2024.pdf
ZALANDO SE,www.corporate.zalando.com,"""ZALANDO SE"" site:www.corporate.zalando.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://corporate.zalando.com/sites/default/files/media-download/Zalando-SE_AGM-2025_1_Annual-report_2024.pdf
UPM-KYMMENE OYJ,www.upm.com,"""UPM-KYMMENE OYJ"" site:www.upm.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.upm.com/siteassets/investors/reports-and-presentations/2024/upm-annual-report-2024.pdf
ASHTEAD GROUP PLC,www.ashtead-group.com,"""ASHTEAD GROUP PLC"" site:www.ashtead-group.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.ashtead-group.com/files/downloads/reports/2024/Ashtead_ARA_2024-indexed.pdf
ORSTED A/S,www.orsted.com,"""ORSTED A/S"" site:www.orsted.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://cdn.orsted.com/-/media/annual2024/orsted-annual-report-2024.pdf
CARLSBERG A/S,www.carlsberggroup.com,"""CARLSBERG A/S"" site:www.carlsberggroup.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.carlsberggroup.com/media/zzfbaaxn/carlsberg-breweries-group_2024-annual-report.pdf
BEIERSDORF AG,www.beiersdorf.com,"""BEIERSDORF AG"" site:www.beiersdorf.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.beiersdorf.com/~/media/Beiersdorf/investors/financial-publication/2025/annual-report/Beiersdorf-Annual-Report-2024.pdf
PRUDENTIAL PLC,www.prudentialplc.com,"""PRUDENTIAL PLC"" site:www.prudentialplc.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.prudentialplc.com/~/media/Files/P/Prudential-V13/reports/2024/prudential-plc-ar-2024.pdf
RHEINMETALL AG,www.rheinmetall.com,"""RHEINMETALL AG"" site:www.rheinmetall.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.rheinmetall.com/Rheinmetall%20Group/Investor%20Relations/Ver%C3%B6ffentlichungen/Pr%C3%A4sentationen%20und%20Berichte/2025/GB/Rheinmetall-2024-GB-Annual%20Report.pdf
STORA ENSO OYJ,www.storaenso.com,"""STORA ENSO OYJ"" site:www.storaenso.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.storaenso.com/-/media/documents/download-center/documents/annual-reports/2024/storaenso_annual_report_2024.pdf
KINGFISHER PLC,www.kingfisher.com,"""KINGFISHER PLC"" site:www.kingfisher.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://www.kingfisher.com/~/media/Files/K/Kingfisher-Plc/Universal/investors/result-reports-presentation/2025/Kingfisher-Annual-Report-2024-25.pdf
ALCON AG,www.alcon.com,"""ALCON AG"" site:www.alcon.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -q1 -q2 -q3 -q4",https://investor.alcon.com/files/doc_downloads/governance_doc/2025/04/Alcon-2024-Sustainabililty-and-Social-Impact-Report.pdf
STMICROELECTRONICS N.V.,www.st.com,"""STMICROELECTRONICS N.V."" site:www.st.com (""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -q1 -q2 -q3 -q4",https://www.st.com/content/dam/aboutus/sustainability/pdf/st-sustainability-report-2024-en.pdf
RECKITT BENCKISER GROUP PLC,www.reckitt.com,"""RECKITT BENCKISER GROUP PLC"" site:www.reckitt.com (""RECKITT BENCKISER GROUP PLC Annual Report 2024"" OR ""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"" ""Document d'enregistrement universel 2024"" OR ""Rapport intégré 2024"" OR ""Déclaration de performance extra-financière 2024"" OR ""Rapport de durabilité 2024"" OR ""Geschäftsbericht 2024"" OR ""Nachhaltigkeitsbericht 2024"" OR ""Nichtfinanzielle Erklärung 2024"" OR ""Lagebericht 2024"" OR""Bilancio di sostenibilità 2024"" OR ""Dichiarazione non finanziaria 2024"" OR ""Relazione sulla gestione 2024"" OR ""Relazione integrata 2024"" OR ""Informe de sostenibilidad 2024"" OR ""Estado de información no financiera 2024"" OR ""Relatório de sustentabilidade 2024"" OR ""ESG"" OR ""sustainability"" OR ""non-financial"" OR ""environmental"" OR ""social"" OR ""governance"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -holdings -q1 -q2 -q3 -q4",https://www.reckitt.com/media/3jaoa4dy/reckitt-annual-report-and-accounts-2024_accessible_format.pdf
ATLAS COPCO AB,www.atlascopco.com,"""ATLAS COPCO AB"" site:www.atlascopco.com (""ATLAS COPCO AB Annual Report 2024"" OR ""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"" ""Document d'enregistrement universel 2024"" OR ""Rapport intégré 2024"" OR ""Déclaration de performance extra-financière 2024"" OR ""Rapport de durabilité 2024"" OR ""Geschäftsbericht 2024"" OR ""Nachhaltigkeitsbericht 2024"" OR ""Nichtfinanzielle Erklärung 2024"" OR ""Lagebericht 2024"" OR""Bilancio di sostenibilità 2024"" OR ""Dichiarazione non finanziaria 2024"" OR ""Relazione sulla gestione 2024"" OR ""Relazione integrata 2024"" OR ""Informe de sostenibilidad 2024"" OR ""Estado de información no financiera 2024"" OR ""Relatório de sustentabilidade 2024"" OR ""ESG"" OR ""sustainability"" OR ""non-financial"" OR ""environmental"" OR ""social"" OR ""governance"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -holdings -q1 -q2 -q3 -q4",https://www.atlascopco.com/content/dam/atlas-copco/group/documents/investors/financial-publications/english/20250320-annual-report-2024-incl-sustainability-report-and-corporate-governance-report-copy-of-the-official-ESEF-format.pdf
SCHINDLER HOLDING AG,www.schindler.com,"""SCHINDLER HOLDING AG"" site:www.schindler.com (""SCHINDLER HOLDING AG Annual Report 2024"" OR ""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"" ""Document d'enregistrement universel 2024"" OR ""Rapport intégré 2024"" OR ""Déclaration de performance extra-financière 2024"" OR ""Rapport de durabilité 2024"" OR ""Geschäftsbericht 2024"" OR ""Nachhaltigkeitsbericht 2024"" OR ""Nichtfinanzielle Erklärung 2024"" OR ""Lagebericht 2024"" OR""Bilancio di sostenibilità 2024"" OR ""Dichiarazione non finanziaria 2024"" OR ""Relazione sulla gestione 2024"" OR ""Relazione integrata 2024"" OR ""Informe de sostenibilidad 2024"" OR ""Estado de información no financiera 2024"" OR ""Relatório de sustentabilidade 2024"" OR ""ESG"" OR ""sustainability"" OR ""non-financial"" OR ""environmental"" OR ""social"" OR ""governance"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -holdings -q1 -q2 -q3 -q4",https://group.schindler.com/content/dam/website/group/docs/investors/2024/2024-schindler-fy-group-review-en.pdf/_jcr_content/renditions/original./2024-schindler-fy-group-review-en.pdf
AB ELECTROLUX,electroluxgroup.com,"""AB ELECTROLUX"" site:electroluxgroup.com (""AB ELECTROLUX Annual Report 2024"" OR ""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"" ""Document d'enregistrement universel 2024"" OR ""Rapport intégré 2024"" OR ""Déclaration de performance extra-financière 2024"" OR ""Rapport de durabilité 2024"" OR ""Geschäftsbericht 2024"" OR ""Nachhaltigkeitsbericht 2024"" OR ""Nichtfinanzielle Erklärung 2024"" OR ""Lagebericht 2024"" OR""Bilancio di sostenibilità 2024"" OR ""Dichiarazione non finanziaria 2024"" OR ""Relazione sulla gestione 2024"" OR ""Relazione integrata 2024"" OR ""Informe de sostenibilidad 2024"" OR ""Estado de información no financiera 2024"" OR ""Relatório de sustentabilidade 2024"" OR ""ESG"" OR ""sustainability"" OR ""non-financial"" OR ""environmental"" OR ""social"" OR ""governance"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -holdings -q1 -q2 -q3 -q4",https://www.electroluxgroup.com/wp-content/uploads/sites/2/2025/02/electrolux-Annual-Report-2024-250220.pdf
PERNOD RICARD,www.pernod-ricard.com,"""PERNOD RICARD"" site:www.pernod-ricard.com (""PERNOD RICARD Annual Report 2024"" OR ""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"" ""Document d'enregistrement universel 2024"" OR ""Rapport intégré 2024"" OR ""Déclaration de performance extra-financière 2024"" OR ""Rapport de durabilité 2024"" OR ""Geschäftsbericht 2024"" OR ""Nachhaltigkeitsbericht 2024"" OR ""Nichtfinanzielle Erklärung 2024"" OR ""Lagebericht 2024"" OR""Bilancio di sostenibilità 2024"" OR ""Dichiarazione non finanziaria 2024"" OR ""Relazione sulla gestione 2024"" OR ""Relazione integrata 2024"" OR ""Informe de sostenibilidad 2024"" OR ""Estado de información no financiera 2024"" OR ""Relatório de sustentabilidade 2024"" OR ""ESG"" OR ""sustainability"" OR ""non-financial"" OR ""environmental"" OR ""social"" OR ""governance"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -holdings -q1 -q2 -q3 -q4",https://www.pernod-ricard.com/sites/default/files/2024-11/Pernod_AR24_ENGLISH.pdf
LONDON STOCK EXCHANGE GROUP PLC,www.lseg.com,"""LONDON STOCK EXCHANGE GROUP PLC"" site:www.lseg.com (""LONDON STOCK EXCHANGE GROUP PLC Annual Report 2024"" OR ""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"" ""Document d'enregistrement universel 2024"" OR ""Rapport intégré 2024"" OR ""Déclaration de performance extra-financière 2024"" OR ""Rapport de durabilité 2024"" OR ""Geschäftsbericht 2024"" OR ""Nachhaltigkeitsbericht 2024"" OR ""Nichtfinanzielle Erklärung 2024"" OR ""Lagebericht 2024"" OR""Bilancio di sostenibilità 2024"" OR ""Dichiarazione non finanziaria 2024"" OR ""Relazione sulla gestione 2024"" OR ""Relazione integrata 2024"" OR ""Informe de sostenibilidad 2024"" OR ""Estado de información no financiera 2024"" OR ""Relatório de sustentabilidade 2024"" OR ""ESG"" OR ""sustainability"" OR ""non-financial"" OR ""environmental"" OR ""social"" OR ""governance"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -holdings -q1 -q2 -q3 -q4",https://www.lseg.com/content/dam/lseg/en_us/documents/investor-relations/annual-reports/lseg-annual-report-2024.pdf
ARKEMA,www.arkema.com,"""ARKEMA"" site:www.arkema.com (""ARKEMA Annual Report 2024"" OR ""Annual Report 2024"" OR ""Integrated Report 2024"" OR ""Sustainability Report 2024"" OR ""ESG Report 2024"" OR ""Universal Registration Document 2024"" OR ""Management Report 2024"" OR ""Non-financial Statement 2024"" OR ""CSRD Report 2024"" OR ""sustainability-report-2024"" OR ""esg-report-2024"" OR ""integrated-report-2024"" OR ""non-financial-statement-2024"" OR ""urd-2024"" OR ""sustainability-statement-2024"" OR ""impact-report-2024"" OR ""Integrated Report 2024-2025"" OR ""Annual Report 2024-2025"" ""Document d'enregistrement universel 2024"" OR ""Rapport intégré 2024"" OR ""Déclaration de performance extra-financière 2024"" OR ""Rapport de durabilité 2024"" OR ""Geschäftsbericht 2024"" OR ""Nachhaltigkeitsbericht 2024"" OR ""Nichtfinanzielle Erklärung 2024"" OR ""Lagebericht 2024"" OR""Bilancio di sostenibilità 2024"" OR ""Dichiarazione non finanziaria 2024"" OR ""Relazione sulla gestione 2024"" OR ""Relazione integrata 2024"" OR ""Informe de sostenibilidad 2024"" OR ""Estado de información no financiera 2024"" OR ""Relatório de sustentabilidade 2024"" OR ""ESG"" OR ""sustainability"" OR ""non-financial"" OR ""environmental"" OR ""social"" OR ""governance"") filetype:pdf -press -presentation -slides -update -outlook -index -governance -financial -holdings -q1 -q2 -q3 -q4",https://www.arkema.com/files/live/sites/shared_arkema/files/downloads/investorrelations/en/finance/ARKEMA_DEU_2024_UK_MEL.pdf
VESTAS WIND SYSTEMS A/S,www.vestas.dk,"VESTAS WIND SYSTEMS A/S 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://vesta.com.mx/en/download-file/2512/Vesta-Annual-Report-2024-Final.pdf
KERING,www.kering.com,"KERING 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.kering.com/api/download-file/?path=Additional_information_to_ESG_reporting_2024_2025_4dcd240490.pdf
BRENNTAG SE,corporate.brenntag.com,"BRENNTAG SE 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://brenntagprod-media.e-spirit.cloud/06432017-be1f-41ce-8d1d-564e2a66d213/preview/documents/corporate/investor-relations/2024/annual-report-2024/brenntag_annual-report-2024_en.pdf
EVONIK INDUSTRIES AG,www.evonik.de,"EVONIK INDUSTRIES AG 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.evonik.com/content/dam/evonik/documents/Evonik_Financial_and_Sustainability_Report_2024.pdf
AVOLTA AG,www.dufry.com,"AVOLTA AG 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.avoltaworld.com/system/files/2025-03/Annual_Report_2024_0.pdf
COVESTRO AG,www.covestro.com,"COVESTRO AG 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://annualreport.covestro.com/ecomaXL/files/Covestro_2024_GB_EN_Combined_Management_Report.pdf
SAIPEM SPA,www.saipem.it,"SAIPEM SPA 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.saipem.com/sites/default/files/2025-04/Annual-Report_2024.pdf
LEGAL & GENERAL GROUP PLC,www.legalandgeneralgroup.com,"LEGAL & GENERAL GROUP PLC 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://legalandgeneral.blob.core.windows.net/live-bc-publicdata/assets/132154/ORIGINAL.pdf
DELIVERY HERO SE,www.deliveryhero.com,"DELIVERY HERO SE 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.lobbyregister.bundestag.de/media/d6/a7/560286/Delivery-Hero-Annual-Report-2024.pdf
COMMERZBANK AG,www.commerzbank.de,"COMMERZBANK AG 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.commerzbank.de/konzern/z-portale/cfcb-luxembourg/downloads/cfcb-2025-013-geschaeftsbericht-2024-extern.pdf
UNIVERSAL MUSIC GROUP N.V.,universalmusic.com,"UNIVERSAL MUSIC GROUP N.V. 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://assets.ctfassets.net/e66ejtqbaazg/3lVdyJmpf8DQTPMRcxChSQ/80752d027f61e3846f4b5e2a5a62a958/UMG_2024_Annual_Report.pdf
SANDVIK AB,www.sandvik.com,"SANDVIK AB 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.annualreport.sandvik/en/2024/_assets/downloads/entire-en-svk-ar24.pdf
SPIE SA,www.spie.com,"SPIE SA 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.spie-nl.com/sites/default/files/2025-05/2024%20Integrated%20annual%20report.pdf
TELEPERFORMANCE SE,www.teleperformance.com,"TELEPERFORMANCE SE 2024 sustainability report ESG ""annual report"" ""integrated report"" pdf",https://www.tp.com/media/ym0pt3df/tp_integrated_report_2024.pdf
